title,location,coordinate
Pacifica Buffet - Pan Pacific Hotel Hanoi,"Pan Pacific Hotel Hanoi, 1 Thanh Niên, Quận Ba Đình, Hà Nội","21.04994, 105.839624"
Bún Mọc - Đào Tấn,"Ngõ 113 Đào Tấn, Quận Ba Đình, Hà Nội","21.033454, 105.805298"
The Social Hub - Handcraft Tea,"19 Sơn Tây, P. Kim Mã, Quận Ba Đình, Hà Nội","21.032909, 105.830829"
Lẩu Phê - Trần Phú,"88 Trần Phú, Quận Ba Đình, Hà Nội","21.0326342, 105.8309049"
Bún Hải Sản 76 - Đào Tấn,"76 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.03350164, 105.8070735"
Hot Pub Cafe - Tập Thể Giảng Võ,"C8 Tập Thể Giảng Võ, Trần Huy Liệu, Quận Ba Đình, Hà Nội","21.030419, 105.82079"
Vịt 79 - Phan Kế Bính,"164 Phan Kế Bính, P. Cống Vị, Quận Ba Đình, Hà Nội","21.03647, 105.807522"
"Rượu Toàn - Phở Cuốn, Gà Chọi & Lẩu","75 Trúc Bạch, Quận Ba Đình, Hà Nội","21.0467865, 105.8419878"
Bún Chả - Châu Long,"50 Châu Long, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.043443, 105.842026"
Photo Gateaux - Nguyễn Chí Thanh,"28 Ngách 1 Ngõ 31, Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.027926, 105.812714"
Fastfood Papa Béo's - Shop Online,"54 Ngõ 9 Phố Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.032404, 105.807333"
1990 - Tiệm Trà Chanh,"22 Phan Đình Phùng, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.040659, 105.843346"
Hồng Trà,"26 Liễu Giai , Quận Ba Đình, Hà Nội","21.03536, 105.814551"
Quán Ngon Kasa - Xôi & Bún Các Loại,"587 La Thành, Quận Ba Đình, Hà Nội","21.024118, 105.814506"
Lẩu Nấm & Mì Vằn Thắn Tân Tân - Cao Bá Quát,"12 Cao Bá Quát, P. Điện Biên, Quận Ba Đình, Hà Nội","21.02975201, 105.8407828"
Lyy Drink & Food,"38 Nguyễn Văn Ngọc, P. Cống Vị, Quận Ba Đình, Hà Nội","21.033303, 105.811306"
Tiệm Trà QQ,"110 B2 Thành Công (Đối Diện Ngõ 6B Thành Công), Quận Ba Đình, Hà Nội","21.021159, 105.8133443"
Mai Huy Bakery - Đội Cấn,"245 Đội Cấn, Quận Ba Đình, Hà Nội","21.035239, 105.821611"
Quán Chay Gieo Yêu Thương,"8 Châu Long, Quận Ba Đình, Hà Nội","21.043526, 105.842085"
2H Coffee & Juices,"33 Lê Hồng Phong, P. Điện Biên, Quận Ba Đình, Hà Nội","21.034179, 105.8335043"
Xuân Béo - Chuyên Ngan Vịt,"76 Quán Thánh, Quận Ba Đình, Hà Nội","21.04094, 105.844993"
Pokkiri - Nhà Hàng Nhật Bản - Kim Mã,"635B Kim Mã, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0291311, 105.8074504"
Thịt Xiên Nướng - Chợ Ngọc Hà,"Chợ Ngọc Hà, Quận Ba Đình, Hà Nội","21.034099, 105.83165"
Trà Organic Heicha,"38 Cao Bá Quát, P. Điện Biên, Quận Ba Đình, Hà Nội","21.030439, 105.837215"
"Trà Quất, Trà Tắc & Bánh Gà - Trà Quất, Trà Tắc & Bánh Gà - Trần Huy Liệu","104C6 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0271023, 105.8225972"
Tít - Chè Khúc Bạch & Trái Cây Sấy,"9 Ngách 29 Ngõ 169 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội","21.03145549, 105.8242532"
Trung Nguyên Coffee - Lê Hồng Phong,"27 - 29 Lê Hồng Phong, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.0344463, 105.8321706"
Hoa Ban - Lợn Bản Các Món,"1 Ngõ 29 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.02882851, 105.8129203"
Xôi Dừa - Chợ Ngọc Khánh,"Chợ Ngọc Khánh, Quận Ba Đình, Hà Nội","21.02852, 105.814164"
74 Cafe,"74 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội","21.042365, 105.816799"
Bánh Đa Cua Hải Phòng - Nguyễn Công Hoan,"1 Nguyễn Công Hoan, Quận Ba Đình, Hà Nội","21.026976, 105.815532"
Fukurai - Ẩm Thực Nhật Bản,"12 Ngõ 9 Đào Tấn, Quận Ba Đình, Hà Nội","21.032329, 105.807842"
The One Coffee - Cafe & Cơm Văn Phòng,"1A Phạm Huy Thông, Quận Ba Đình, Hà Nội","21.02653, 105.8107"
Gemini Coffee - Phạm Huy Thông,"36 Phạm Huy Thông, Quận Ba Đình, Hà Nội","21.028546, 105.8088283"
Roma Pizza - Kim Mã,"283 Kim Mã, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.030652, 105.819068"
Quỳnh Béo 1 - Bò Nướng - Phó Đức Chính,"110 Phó Đức Chính, Quận Ba Đình, Hà Nội","21.046961, 105.842491"
Bằng Lăng Cafe - Hòe Nhai,"52 Hòe Nhai, Quận Ba Đình, Hà Nội","21.040555, 105.845665"
Ngô Juice - Nước Ép & Đồ Ăn Vặt Online,"46 Ngõ 162 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034809, 105.824665"
Cafe 24h - Nước Ép Trái Cây,"56 Ngõ 173 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội","21.037501, 105.822485"
À Demain Coffee - Ngõ Núi Trúc,"5 Ngõ Núi Trúc, P. Kim Mã, Quận Ba Đình, Hà Nội","21.0301742, 105.8251919"
Bánh Cốm Nguyên Sinh,"20 Hàng Than, Quận Ba Đình, Hà Nội","21.04209435, 105.8471654"
Lotus Sakura - Nhà Hàng Nhật Bản,"287 - 301 Đội Cấn, Quận Ba Đình, Hà Nội","21.03537, 105.819325"
Bánh Cuốn & Bún Chả - Nguyễn Chí Thanh,"Ngõ 29 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.02881943, 105.8130256"
Quán Chén - Ẩm Thực Việt Nam,"115 Giảng Võ, P. Kim Mã, Quận Ba Đình, Hà Nội","21.029257, 105.826723"
Nagisa - Ẩm Thực Nhật Bản,"3 Ngõ 71 Linh Lang, P. Cống Vị, Quận Ba Đình, Hà Nội","21.033659, 105.810247"
Bún Đậu 108C5,"108C5 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.029837, 105.820388"
Hen's Kitchen - Fresh Food Online,"16 Ngõ 20 Nguyễn Công Hoan, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.028038, 105.815327"
Bia Hơi Hà Nội 99 - Nguyễn Trường Tộ,"99 Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội","21.042909, 105.843979"
"Madame Hip - Pizza, Spaghetti & More - Shop Online","38A Nguyễn Thái Học, P. Điện Biên, Quận Ba Đình, Hà Nội","21.02947, 105.839518"
Chè Nhà Muối - Thành Công,"1 Ngõ 12 Nguyên Hồng, P. Thành Công, Quận Ba Đình, Hà Nội","21.0204737, 105.8107749"
U Coffee - Phó Đức Chính,"66 Phó Đức Chính, Quận Ba Đình, Hà Nội","21.0488334, 105.8412765"
U Béo - Cháo Sườn & Trà Sữa - Thành Công,"108 D3 Thành Công (Ngõ 9 Nguyên Hồng), P. Thành Công, Quận Ba Đình, Hà Nội","21.023533, 105.812307"
Tổ 14 - HATCH Nest The Coworking Space,"Tầng 14, 195 Đội Cấn, Quận Ba Đình, Hà Nội","21.03509425, 105.8234555"
Hảo Cafe - Thanh Niên,"11 Thanh Niên, Quận Ba Đình, Hà Nội","21.0438767, 105.8363172"
Aha Cafe - Phan Đình Phùng,"8 Phan Đình Phùng, Quận Ba Đình, Hà Nội","21.040208, 105.844665"
Bếp Nhà Tễu - Ẩm Thực Việt Nam,"216 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.03515, 105.820693"
Raw Cafe - Food & Drinks,"34 Ngõ 28B Điện Biên Phủ, Quận Ba Đình, Hà Nội","21.032014, 105.841461"
Cơm Vị Hà - Nguyễn Trường Tộ,"74 Nguyễn Trường Tộ, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.043277, 105.842815"
Cat Cafe,"2 Châu Long, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.0464745, 105.8427602"
Lộc Vừng Cafe - Phó Đức Chính,"124 Phó Đức Chính, Quận Ba Đình, Hà Nội","21.046552, 105.842743"
Sushi Kei - Giảng Võ,"101 K1 Giảng Võ, Quận Ba Đình, Hà Nội","21.02754, 105.824772"
Rau Má Chill - Mì Trộn Indomie & Nước Ép - Hàng Bún,"53 Hàng Bún, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.04151, 105.84487"
Lẩu 69 - Chuyên Lẩu Nướng,"36 Ngõ 12 Núi Trúc, Quận Ba Đình, Hà Nội","21.0289255, 105.8232919"
Amelie Coffee - Sơn Tây,"80 Sơn Tây, Quận Ba Đình, Hà Nội","21.033003, 105.830749"
Cái Đèn - Cafe Sách,"106 Tập Thể Viện Mac - Lênin, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0269192, 105.8160166"
Sky Lounge & Bar - Daewoo Hotel,"Daewoo Hotel, 360 Kim Mã, Quận Ba Đình, Hà Nội","21.0319, 105.826436"
Bếp Cô Vừng - Cánh Gà Nướng Online,"6 Ngõ 189/104 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội","21.040057, 105.821613"
Ốc Gánh,"Ngõ 92 Cửa Bắc, Quận Ba Đình, Hà Nội","21.041501, 105.842357"
Quán Ốc - Cửa Bắc,"Ngõ 90 Cửa Bắc, Quận Ba Đình, Hà Nội","21.041606, 105.8423849"
Jiro Robatayaki - Quán Nhậu Kiểu Nhật,"8 Linh Lang, Quận Ba Đình, Hà Nội","21.0373218, 105.8105506"
Bà Ba Quán - Cơm Gà Xíu - Phan Đình Phùng,"22 Phan Đình Phùng, Quận Ba Đình, Hà Nội","21.04062, 105.84336"
Bếp Thiên Trang - Lẩu Tại Nhà Online,"75E Ngõ 639 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội","21.0465812, 105.8083684"
Cô Hàng Xóm Coffee,"38 Nguyễn Khắc Hiếu, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.04580991, 105.8409494"
Hiệu Bánh Tâm Phúc,"101B C6 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.02722903, 105.8223922"
Spoonit - Healthy Meal Online,"Phòng B209 TT. 107 Ngọc Khánh (Đối Diện Khách Sạn Lakeside), P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.027586, 105.8176"
Quán Cô Nga - Bánh Đa & Miến Trộn,"Sân Khu Tập Thể Thành Công, Quận Ba Đình, Hà Nội","21.02071921, 105.8164448"
Javi's Coffee,"28 Ngõ 53 Linh Lang, P. Cống Vị, Quận Ba Đình, Hà Nội","21.034008, 105.810758"
Thèm - Chè Bốn Mùa - Shop Online,"36 Ngõ 14 Phúc Xá, P. Phúc Xá, Quận Ba Đình, Hà Nội","21.045462, 105.848421"
Cô Giang - Chè & Sữa Chua Đậu Đỏ,"Cuối Ngõ 35 Kim Mã Thượng, P. Cống Vị, Quận Ba Đình, Hà Nội","21.0343952, 105.8125858"
Út Dương - Miến & Bánh Đa Trộn,"70 M6 Ngõ 20 Huỳnh Thúc Kháng, Quận Ba Đình, Hà Nội","21.020297, 105.809294"
Bami - Latte Milk Tea & Fast Food,"86 Cửa Bắc, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.042034, 105.842481"
Dilmah Cafe - Điện Biên Phủ,"32 Điện Biên Phủ, Quận Ba Đình, Hà Nội","21.03337, 105.838518"
Đặc Sản Gà Vàng - Điện Biên Phủ,"3 Điện Biên Phủ, p. Điện Biên, Quận Ba Đình, Hà Nội","21.0294503, 105.8421292"
Royaltea - Trấn Vũ,"90 Trấn Vũ, Quận Ba Đình, Hà Nội","21.043378, 105.839734"
Coffee Lounge - Fortuna Hanoi Hotel,"Fortuna Hotel Hanoi, 6B Láng Hạ, Quận Ba Đình, Hà Nội","21.021784, 105.8182829"
Bánh Tôm Bà Phúc - Vạn Phúc,"20 G2 Vạn Phúc , Quận Ba Đình, Hà Nội","21.0332259, 105.8185141"
An Cafe - Vạn Phúc,"5 Lô E Vạn Phúc, Quận Ba Đình, Hà Nội","21.033287, 105.819619"
Carambola Cafe,"103 Vạn Phúc, Quận Ba Đình, Hà Nội","21.033494, 105.81513"
Hiền Anh - Hải Sản Binh Dân,"82 Trấn Vũ, Quận Ba Đình, Hà Nội","21.04331098, 105.8398926"
Quán Hè Phố - Lẩu & Nướng Chuẩn Vị Thái,"108 A6 Trần Huy Liệu, Quận Ba Đình, Hà Nội","21.030211, 105.819555"
Bún Đậu & Cháo Sườn - Kim Mã,"Ngõ 629 Kim Mã, Quận Ba Đình, Hà Nội","21.02933423, 105.8080364"
Tree Cafe,"14 Ngõ 202F Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.035016, 105.823064"
Sinh Béo - Bún Riêu Cua & Bánh Đa Trộn,"59 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.024476, 105.811238"
Quán Ăn Sành - Lẩu & Các Món Nhậu,"66 Châu Long, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.042875, 105.841944"
70% Bar - 26 Phạm Huy Thông,"26 Phạm Huy Thông, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0281319, 105.8100105"
Aloha Hotpot - Buffet Lẩu,"106B1 Trần Huy Liệu, Quận Ba Đình, Hà Nội","21.030025, 105.819861"
Gemini Coffee - Trần Huy Liệu,"104A6 Trần Huy Liệu, Quận Ba Đình, Hà Nội","21.026588, 105.822364"
Cô Từ - Bún Đậu & Chả Cốm,"31 Ngõ Núi Trúc, P. Kim Mã, Quận Ba Đình, Hà Nội","21.030258, 105.824658"
Xôi Vỉa Hè - Thành Công,"Vỉa Hè 60 Thành Công, Quận Ba Đình, Hà Nội","21.0235859, 105.817163"
Ngọc Auth - Bánh Kẹo Thái Lan - Shop Online,"Ngõ 97 Văn Cao, Quận Ba Đình, Hà Nội","21.039119, 105.816716"
Phở Sáng Tokyo - Giang Văn Minh,"29 Ngõ 23 Giang Văn Minh, Quận Ba Đình, Hà Nội","21.030713, 105.826978"
Nhàn Bùi - Bánh Ngọt Online,"Ngõ 92 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.033971, 105.806746"
Gui - Cơm Ngon & Lẩu Nướng,"93 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034681, 105.829226"
Tuấn Lâm - Phở Bò & Gà,"437 Đê La Thành, Quận Ba Đình, Hà Nội","21.02342131, 105.8192403"
Na Na Coffee & Drink,"92 Yên Phụ, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.0418775, 105.8487798"
"Louis Club - Billiards, Coffee & Bar","8 Ngõ 58 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.02177765, 105.8091371"
Chim Trời Cá Sông,"18 Núi Trúc , Quận Ba Đình, Hà Nội","21.028786, 105.824068"
Mực Chiên Giòn - Nghĩa Dũng,"100 Nghĩa Dũng, Quận Ba Đình, Hà Nội","21.047854, 105.847166"
Lam Trà - Cơm Văn Phòng & Nước Ép,"Đầu Ngõ 176 Đội Cấn, Quận Ba Đình, Hà Nội","21.034951, 105.824184"
Tùng Cafe - Nước Ép & Bánh Ngọt Pháp,"66B Ngõ Núi Trúc, Quận Ba Đình, Hà Nội","21.030147, 105.823976"
LaTra Tea House - Đội Cấn,"43 Ngõ 135 Đội Cấn, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.03573, 105.828093"
The Diary - Coffee & Tea,"102 Ngõ 135 Núi Trúc, P. Kim Mã, Quận Ba Đình, Hà Nội","21.0290604, 105.8245055"
Mon Béo - Ship Đồ Ăn,"41 Ngõ 210 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034152, 105.82101"
Khang Coffee - Nguyễn Công Hoan,"1 Nguyễn Công Hoan, Quận Ba Đình, Hà Nội","21.0271565, 105.817708"
Xôi Sáng - Núi Trúc,"23 Núi Trúc, Quận Ba Đình, Hà Nội","21.030093, 105.822528"
Ấy Cafe,"63 Hàng Bún , Quận Ba Đình, Hà Nội","21.040567, 105.843862"
Gemini Coffee - Đội Cấn,"277 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.03556, 105.817948"
Yi Hotpot,"25 Ngọc Khánh, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.02620743, 105.8155192"
Pappami - Lẩu Nướng Phiêu Lưu Ký - Đội Cấn,"218 Đội Cấn, Quận Ba Đình, Hà Nội","21.035627, 105.820258"
Thím Cường Quán - Lẩu Cua Sông,"32C Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.026421, 105.811739"
Tắt Đèn Club - Cafe Nhạc Sống,"83 Ngõ 140 Giảng Võ, Quận Ba Đình, Hà Nội","21.028549, 105.823622"
Maxx Cafe - Trần Huy Liệu,"Số 101 D1 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.029642, 105.820189"
Trường Sa Cafe,"23 Liễu Giai, Quận Ba Đình, Hà Nội","21.03442514, 105.8144596"
Lẩu Một Người,"245 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội","21.041762, 105.8182406"
Ộp Cafe,"6B Ngõ 12 Láng Hạ, Quận Ba Đình, Hà Nội","21.022262, 105.819089"
Silk Road Chinese Cuisine - Daewoo Hotel,"Tầng 2, Hanoi Daewoo Hotel, 360 Kim Mã, Quận Ba Đình, Hà Nội","21.032338, 105.812899"
Wifi 632 - Ốc Các Loại,"632 Đê La Thành, Quận Ba Đình, Hà Nội","21.023885, 105.817352"
"Bụi Quán - Cơm Bình Dân, Hải Sản & Lẩu Sài Gòn","105 C4B Thành Công (Đối Diện 760 Đê La Thành), Quận Ba Đình, Hà Nội","21.023522, 105.815362"
Hương Trà - Bánh Trung Thu Cổ Truyền,"196A Thuỵ Khê, Quận Ba Đình, Hà Nội","21.043341, 105.821125"
Cafe Đông Dương,"5A Trần Phú (116 Chắn Tàu Số), Quận Ba Đình, Hà Nội","21.030142, 105.843997"
Time Coffee - Vĩnh Phúc,"101 K2 Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.042819, 105.8085"
Little Vietnam - Buffet Lẩu & Ẩm Thực Việt Nam,"Tầng 6, TTTM Lotte, 54 Liễu Giai, P. Cống Vị, Quận Ba Đình, Hà Nội","21.03214038, 105.8129693"
Caña De Azúcar - Rum Bar & Grille,"126 Trấn Vũ, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.04473864, 105.8407978"
Dome Coffee,"22/36 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.034193, 105.8089"
"Thứ - Cháo, Bún & Miến Ngan","1 Nguyễn Biểu, P. Quán Thánh , Quận Ba Đình, Hà Nội","21.0432396, 105.8402316"
Bánh Mì Ô - Mai Anh Tuấn,"318 Mai Anh Tuấn, P. Thành Công, Quận Ba Đình, Hà Nội","21.0173781, 105.8170402"
Uyên Lẩu Nướng,"119C8 Ngõ 12 Núi Trúc, Quận Ba Đình, Hà Nội","21.02878626, 105.8232475"
Sân C7 Beer Club,"C7 Giảng Võ, Quận Ba Đình, Hà Nội","21.0275688, 105.8223749"
Danger Zone Beer,"16 Trấn Vũ, Quận Ba Đình, Hà Nội","21.04369712, 105.8385523"
Hà Nội Xưa - Ẩm Thực Việt,"1073 Đê La Thành, Quận Ba Đình, Hà Nội","21.027606, 105.808764"
Quán Ăn Vặt - Vinh Phúc,"Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.044282, 105.808897"
Bún Hải Sản Nga Béo - Shop Online,"34 Nguyễn Thái Học, P. Điện Biên, Quận Ba Đình, Hà Nội","21.0293938, 105.8400035"
Mon Food - Bánh Mì & Trà Sữa - Đội Cấn,"194 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.0349207, 105.8239278"
Beer Vườn Đào - Phan Kế Bính Kéo Dài,"26 Ngõ 254 Đường Bưởi (Phan Kế Bính Kéo Dài), Quận Ba Đình, Hà Nội","21.036264, 105.807482"
B - Indie Cafe,"Phòng 207 Nhà B1 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.029857, 105.82009"
Thịt Xiên Nướng - Đội Cấn,"275A Đội Cấn, Quận Ba Đình, Hà Nội","21.037808, 105.809306"
Liên - Bún Chả Nem Rán,"326 Đội Cấn, Quận Ba Đình, Hà Nội","21.0378955, 105.812568"
Unicorn Kafe,"16 Cửa Bắc, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.045294, 105.843202"
Bánh Mì Kiều,"810 La Thành, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.024675, 105.8136714"
V Pub - Ẩm Thực Âu,"1 Phạm Huy Thông, Quận Ba Đình, Hà Nội","21.026404, 105.81105"
Kêng Cafe,"281 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.035461, 105.819825"
Palm Court Lobby Lounge - Daewoo Hotel,"Daewoo Hotel, 360 Kim Mã, Quận Ba Đình, Hà Nội","21.0319, 105.826436"
Ăn Vặt Ly Bống - Shop Online,"3 Ngõ 127/6/2 Đốc Ngữ, P. Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.038646, 105.812928"
Teokkie - Buffet,"Ngõ 1C7 Trần Huy Liệu, Quận Ba Đình, Hà Nội","21.0267475, 105.822701"
Tealicious - Ngọc Khánh,"154 Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0256284, 105.8174485"
Miến Lươn Khô - Phó Đức Chính,"96 Phó Đức Chính, P. Trúc Bạch , Quận Ba Đình, Hà Nội","21.0471423, 105.8423733"
Rong Chơi Cafe,"69 Châu Long, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.042868, 105.842013"
POC Cafe,"1 Dốc Hòe Nhai, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.0422843, 105.8481605"
Sữa Chua Trân Châu Cô Sáu - Giảng Võ,"D2 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.026355, 105.822233"
Măm Măm - Chè Bắc Cực,"15 Phạm Hồng Thái, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.043585, 105.845349"
Bánh Mì Chảo Cát Tường,"101C6 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0273095, 105.8223208"
Tiny Dreamers Cafe,"Cuối Ngõ 57 Láng Hạ, Quận Ba Đình, Hà Nội","21.0193324, 105.8155638"
Bếp Viễn - Pizza & Pasta,"8 Hẻm 6/12/16 Đội Nhân, P. Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.041514, 105.811355"
Bún Riêu - Ngọc Hà,"7 Ngọc Hà, Quận Ba Đình, Hà Nội","21.033986, 105.831566"
Salut - Food & Drink,"269 Kim Mã, Quận Ba Đình, Hà Nội","21.030955, 105.821381"
Ớt - Nướng & Lẩu Hồng Kông,"5 Thanh Bảo, Quận Ba Đình, Hà Nội","21.032334, 105.830847"
La Cà Quán,"107 C8 Ngõ 12 Núi Trúc, Quận Ba Đình, Hà Nội","21.029849, 105.822922"
Xôi - Phó Đức Chính,"134 Phó đức Chính, Quận Ba Đình, Hà Nội","21.045815, 105.843196"
Bún Ốc Cổ Truyền Khương Thượng - Ngọc Khánh,"86 Ngọc Khánh, Quận Ba Đình, Hà Nội","21.026725, 105.817781"
Manga Tea,"4B Ngõ 218 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.035043, 105.82031"
Hải Sản Thịnh Vũ - Vạn Phúc,"11 Lô D2A Vạn Phúc, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.033095, 105.819717"
Piscorner - Ăn Vặt & Đồ Uống - Shop Online,"10 Ngách 10 Ngõ 462 Đường Bưởi, Quận Ba Đình, Hà Nội","21.042972, 105.806577"
3.NHU Coffee & Tea,"3 Nguyễn Khắc Nhu, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.04435, 105.845049"
Bún Đậu Mắm Tôm - Lê Trực,"Đối Diện 12 Lê Trực, Quận Ba Đình, Hà Nội","21.032058, 105.833096"
Mimi Bakery - Handmade Mooncake Online,"Ngõ 97 Văn Cao, Quận Ba Đình, Hà Nội","21.0387093, 105.8166424"
Cafe Ngô - Kim Mã,"647 Kim Mã, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.028831, 105.806359"
Ốc Chảo VKCK Béo - Hải Sản Các Loại,"113A4 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.02101, 105.813492"
Vua Nướng Hong Kong,"42G Yên Phụ, Quận Ba Đình, Hà Nội","21.048253, 105.842022"
Cofi Cafe,"1 Quán Thánh, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.040372, 105.847568"
Sangu-i BBQ - Trần Phú,"81 Trần Phú, Quận Ba Đình, Hà Nội","21.032597, 105.830617"
Tiệm Sữa Gia Đình - Sữa Tươi & Sữa Chua Uống Online,"17 Ngõ 117 Phúc Xá, P. Phúc Xá, Quận Ba Đình, Hà Nội","21.045677, 105.849373"
Bún Đậu Mẹt - Kim Mã,"Ngõ 535 Kim Mã, Quận Ba Đình, Hà Nội","21.0287894, 105.810444"
Sun Cafe,"103 Ngõ 12 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội","21.020594, 105.816954"
Bếp Nhà Nông - Bánh Ngọt & Đồ Ăn Vặt Online,"11 Ngõ 279 Giảng Võ, Quận Ba Đình, Hà Nội","21.023622, 105.820799"
Ding Tea - Trần Huy Liệu,"125A6 Trần Huy Liệu, Quận Ba Đình, Hà Nội","21.0297, 105.819696"
